sku,rating,author,review_body
2394,5,Aline Karpinski,"Envio rápido, produto ótimo"
2394,5,Jorge Tanuri,Criem mais kits com copos Incentiva muito
2394,5,Marcio Ronzella,Tudo ok
2394,5,Lucas Acencio,"Adorei o copo shot, é de ótima qualidade e muito bonito, e a bebida nem se fala né.. o preço estava ótimo, estou satisfeito!!"
4391,5,Luis Junior,Entrega rápida e perfeita. Embalagem super resistente. Produto bom demais
4391,5,Vagner Oliveira,Um copo sensacional
4391,3,Arnaldo Elizeu,Foi presente.
4391,5,Amanda Moura,Esse licor é perfeito e o copo que vem no kit é muito fofo e chegou tudo certinho em casa e super bem embalado
4391,5,Gabriel Viecceli,Chegou em perfeitas condições e no prazo.
4391,5,João Neto,"Houve demora na entrega, totalmente alheio ao site e produto. Comprarei novamente."
4391,5,Wenis Damasceno,Maravilhosamente perfeito
4391,5,Emerson Silva,excelente
4391,5,Rodrigo Silva,"Excelente, gostei bastante"
4391,5,Breno Caiafa,top
4391,5,Cássio Aguiar,"Ótimo licor, servir gelado, copinho de licor"
4391,5,Patrícia Cangane,"Muito bem embalado,entrega no previsto e voltarei a comprar."
4391,5,Tarcísio Cintra,Elegante e saboroso
4391,5,Jovan Miranda,Excelente. Gosto muito.
714,3,Marcelo Pera,Gostei mais do JB Red Stag. Pena que não ha mais no estoque.
525,5,Aureni Clemente,"Tudo de bom! define esse licor Quanto ao processo de compra e entrega da Casa da Bebida, excelente sempre!!"
525,1,Raquel Grigaliunas,Gostei muito ! Saboroso!
525,5,Alcedino Barbosa,"Já conheço faz tempo esse licor. É um dos melhores, sem dúvida."
525,5,Thiago Medeiros,"Este licor me surpreendeu, cremosidade muito agradável, recomendo. E, Casa da Bebida, estão de parabéns pelo serviço, entrega rápida e produtos bem embalados. vlw."
514,5,Juliana Sant\'anna,"Alem da bela embalagem, uma otima bebida para degustar!"
4277,5,Zeny Chicralla,Produto original
4277,5,Pablo Fernandes,Ótimo produto
4277,5,Rodrigo Soares,Produto original
4277,3,Lupercio Conde,"Não gostei da garrafa de 700ml.Normalmente compro de 1000 ml, mas, em seu catalago não havia disponibilidade."
4278,4,Rafael Juvencio,"Entrega super rápida, a única coisa que deixa na dúvida é por não a caixa original, era para presente precisei comprar outro, ainda não provei para ver a qualidade."
4278,5,Jose Landa,"Produto bom, entrega rápida."
4278,5,Izabete Urano,"entregou rápido, bem embalado"
4278,5,Eduardo Vieira,"Tomei uma vez e adorei, recomendo para quem gosta de canela."
1223,5,Larissa Ramos,Produto entregue no prazo e bem embalado.
1223,5,Lucimar Silva,"Um excelente licor, doce na medida certa."
1223,5,Fernando Caiuby,"É o meu preferido. Difícil de achar, quando encontro não perco a oportunidade."
1223,5,Daniel Adami,"Licor com notas de mel, alecrim, salvia... Vale a pena ter na ""adega""."
1223,5,Olivio Netto,"O licor é excelente, complexo, bem interessante para drinks. Bom preço e entrega rápida."
1223,5,Eliana Assouf,Excelente como elixir e cuidados com a saúde através de sua história.
1223,5,Tomas Vazquez,Esse é um dos melhores licores que já experimentei. Serve também pra fazer alguns ótimos drinques como frisco sour e gypsy queen.
1223,5,Theotonio Britto,Entrega rápida. Eficiente.
1038,5,Felipe Maksoud,"Gostei muito do produto e do prazo de entrega ,que superou minhas expectativas. O produto chegou junto com outro pedido já realizado , mas no momento não tive oportunidade para prová-lo. Acredito que pelo ""reviews"" sobre o produto seja um bom produto para um drink ,como o que irei fazer junto com o midori, um licor de melão."
1358,5,Natállia Oliveira,"Comprei de presente e meu namorado adorou! Além disso, chegou no tempo estabelecido e bem embalado"
1358,5,Evaldo Leme,"Fácil de beber, um sabor de cafe suave. Você só sente o sabor do rum no final. Achei um pouco doce para o meu paladar. Ótimo pra ser apreciado sozinho, mas em drinks, com mais álcool, fica melhor ainda. Chegou antes do prazo e bem embalado."
1358,5,Carolina Soares,"Difícil de encontrar em lojas físicas, fiquei muito feliz em ter encontrado aqui. Produto veio muito bem embalado e chegou no prazo."
1358,5,Vinicius Silva,Licor muito bom para drinks. Bem embalado e entrega muito rápida. Recomendo a todos.
396,5,Romeu Barbosa,O licor é bom para fazer coquetel !!
1429,5,Luiz Cesar Vicente,"Como são presentes não tenho como avaliar o produto. Porém, minha avaliação é positiva para a compra."
1201,4,Duerton Sampaio,"Comparado a outros absintos que já degustei, esse tem um toque mais suave, sem deixar de ter o tom amadeirado e refrescante do absinto. Um dos melhores que já provei, e a garrafa de estilo único veio com rolha, o que torna ela um belo adorno sendo possível reutilizar com outras bebidas."
92,5,Hudson Cavalcante,Mto bom. Vcs estão de parabéns pelo atendimento.
1198,5,Carlos Garcia,Produto de acordo com a descrição e qualidade esperadas.
54,2,Julio Almeida,"Não gostei, achei um licor ralo, sendo um licor de categoria ""cream"", foi uma decepção. Quanto ao site além de ter preços baixos, a entrega foi feita dentro do prazo."
54,5,Celia Figueiredo,"Um licor muito gostoso, eu já conhecia a marca, tenho em casa o de chocolate muito bom também então resolvi experimentar este sabor, a entrega foi bem rápida para SP via sedex. Paguei numa 2ª.feira e recebi 4af. 13h aproximadamente."
54,5,Jean Pereira,Dei de presente. Experimentei um pouco mas foi o suficiente para saber que é muito bom.
54,5,Flavio Sacchetin,muito bom melhor do que o de chocolate amargo tao bom quanto amarula
545,5,Roberto Garcia,Foi uma boa compra
545,5,Carlos Pereira,Excelente atendimento da casa das bebidas pretendo sempre comprar com vocês.
545,5,Luciana Figueiredo,"Já conhecia o produto, que adoro. a experiência de comprar com vocês foi ótima."
782,5,Fernando Caiuby,Tem sabor muito forte e fica mais gostoso com uma pedra pequena de gelo no cálice.
782,5,Francisco Ramaldes,"Já conhecia o produto, mas estava tendo dificuldade em encontrar por aqui. A compra foi nos conforme e a entrega pontual."
782,5,Bianca Francisco,entrega rápida e eficiente
782,5,Marcelo Callitto,O produto comprado chegou antes do previsto. Foi a primeira compra que fiz na Casa da Bebida e recomendo. Comprarei mais vezes.
1114,5,Leonardo Manea,"Produto original, tudo perfeito. Chegou muito bem embalado e protegido. Excelente loja."
1114,5,José Guedes,Já conhecia. Comprei porque eu e minha esposa experimentamos num restaurante em Gramado e adoramos.
955,5,Felippe Pereira,Excelente
1324,5,Rosângela Ruiz,Excelente !
749,5,Marisa Barbosa,"Este licor é o melhor que já bebi em toda minha vida. Suave, docinho, uma delícia. Maravilhoso após as refeições. Meu licor favorito!"
749,5,Livia Teixeira,Este licor é delicioso. Um dos mais gostosos que já tomei.
809,5,Joao Júnior,Sabor e cheiro excelentes do melhor café. Bastante doce e cremoso.
809,5,Valdir Mariani,Extremamente saboroso NOTA 10. Para a Empresa também.
809,5,Carmine Lamonaca,Superb.
809,5,Luiz Neto,Produto muito bom. Um pouco dele na vodka nos leva ao céu.
809,5,Lucinaldo Rodrigues,"O produto tem uma excelente qualidade, e utilizo bastante em sobremesas à base de café e chocolate."
809,5,Marcos Sanseverino,Sou apreciador deste produto há alguns anos. É excelente.
934,5,Daniel Souza,Compra e envio sem qualquer tipo de problema.
859,5,Andre Rocha,Produto muito bom e de qualidade. entrega rápida e tranquila
859,5,Claudia Fraguas,Produto e entrega nota 10!
859,5,Carmine Lamonaca,Solamente guardare la Bottiglia....parla da se !!
2540,5,David Rabello,Pedido entregue rápido e bem embalado
2540,5,Rosilane Santos,"Parabéns pelo atendimento,mercadoria tudo muito certinho comprarei novamente obrigada"
2540,5,Brenda Passos,Ótimo
1991,5,Francisco Schimieguel,ótimo
1991,5,Rogerio Martins,Ótimo produto e entrega rápida.
1991,5,Ana Lemos,"Um licorzinho saboroso, suave. Sempre tenho em casa."
1991,5,Hilton Junior,"Entrega no prazo, produto original e de qualidade!"
1684,5,Marcelo Goldner,diferenciado !!!
4117,5,Henzo Becerra,O jogo é de muita qualidade
4249,5,Marcelo Xavier,é o esperado
4245,5,Victor Silva,"gostei muito, bem encorpado e o aroma é muito interessante."
3147,3,Edson Bressan,Nao gostei
21,5,Kelwen Henrique,Chegou muito rápido
21,5,Edegar Segala,Chegou no prazo.
21,5,Rosane Conte,espetacular
21,5,Pamela Chies,Atendimento de qualidade chegou no prazo ! Recomendo
21,5,Marcelo Camargo,"Excelente whisky, suave, maravilhoso"
21,5,Jaeyoung Jeong,TABOM
21,5,Marcos Campos,produto muito bom
21,5,Lucas Torres,"Chegou certinho, e antes do prazo. Excelente produto"
21,5,Michael Damasce,"Chegou certinho e antes do prazo. Super recomendo. O produto, sem comentários."
21,5,Jéssica Mota,"Não bebo whisky, comprei para presentear. Mas a garrafa e embalagem são perfeitaaaas, dignas de 5 estrelas."
21,4,Luiz Abreu,E bom
21,5,Erik Dantas,"Um ótimo uísque, notas bem definidas e um sabor agradável. Quem achar o gosto de álcool forte, recomendo colocar um pouco de água."
21,5,Franco Antonelli,Top!!!
21,5,Marcela Matos,"Chegou no prazo, super bem embalado, a caixa e a garrafa muito bonitas. Super recomendo. Ótimo para presentear."
21,5,Wilson Morello,Sem comentário!!Perfeito em todos os sentidos.
21,5,Spencer Cheng,Caixa muito elegante e chegou bem embalada e protegida. Nota 10
21,5,Guilherme Cavalcante,"Chegou rápido e muito bem embalado, com varias proteções, produto chegou em perfeito estado com todos os lacres. excelente serviço."
21,5,Flavia Medeiros,Produto ótimo … entrega sensacional … chegou exatamente na data prevista !
21,5,Carlos Carmo,Gostaria de receber meus produtos com a cx original
21,5,Vera Ferreira,Produto excelente e entrega tb!
21,5,Wanderley Filho,Excelente atendimento e produto
21,5,Ana Kanomata,"Comprei para presentear meu marido, a entrega foi muito rápida , antes do prazo, embalagem feita com muito cuidado, o produto chegou em perfeito estado!!!! Com certeza já virei cliente , indico a casa de bebidas de olhos fechados"
21,5,Ivan Anjos,"Chegou mo prazo, muito bem embalado e protegido. Vale muito a compra nessa loja. Parabéns."
21,5,Marlene Medeiros,"presentei meu marido , pelo aniversario, o mesmo ficou muito feliz com o presente em quase 40 anos de casados , não me lembro de ter ficado tão contente com um presente. Ele ainda não abriu, está esperando um momento especial. dei avaliação como ótimo pela felicidade de meu esposo."
21,5,Waldemar Grossman,Parabéns pelo profissionalismo e atenção para comigo . Breve faremos novas compras. Grato.
21,5,Thales Moura,Excelente Whisky e a entrega muito rápida. Estão de parabéns
21,5,Washington Luciano,Pena que acabou rápido kkkkkkk
21,5,Daniele Oliveira,"Pedi de presente para 01 ano de namoro, foi minha primeira compra na loja, estava com receio, entretanto chegou exatamente na data esperada, sem nenhuma danificação, lacrado, tudo certinho. É lindo e muito bom. Comprarei mais vezes com a loja!"
21,5,Lauro Quadros,"Produto 100%, entrega rápida, parabéns pelo belíssimo trabalho"
21,5,Jose Lucena,Produto original e embalado com cuidado!
21,5,Matheus Souza,"chega a ser doce de tão suave, esse é um uísque para momentos especiais. A embalagem é peça de coleção."
21,5,Lucas Barbosa,"MELHOR LOJA, EM QUESTAO DO PRODUTO SER 100% ORIGINAL, PRAZO DE ENTREGA SEMPRE CHEGA ANTES DA DATA PREVISTA!!!!"
21,5,Divinil Batista,"Wisk redondo, suave, sem evidência de álcool, adocicado, equilibrado, muito bem acabado, dá vontade de virar a garrafa rs... por sinal muito bem feita, assim como a embalagem. e a loja é show."
21,5,Luisa Jesus,"Comprei de presente para minha madrinha. Ele ficou extremamente feliz com o presente pois além de ser um delicioso whisky 21 anos a garrafa é maravilhosa. A entrega também foi além do esperado, chegando precisamente no dia que eu torci para que chegasse (e antes do prazo estimado). Recomendo a loja e o produto."
21,5,Alexandrino Furjala,Chegou rapido ate de mais era pro dia dos pais kkk
21,5,Mabel Sousa,Presente mais que perfeito
21,5,Mario Bronstein,Tudo certo conforme cominado; chegou intacto e já foi provado. Ótimo
21,5,Humberto Reis,Excelente whisky.
21,5,Luiz Luchezi,"produto muito bem acondicionado, prazo de entrega rápido, tudo dentro do combinado, de alta qualidade. Super recomendo."
21,5,João Sabino,"Produto excelente, gostei muito. A entrega foi rápida. Ótimo atendimento, e com certeza não só comprarei outros como recomendo."
21,5,Rodrigo Andrade,Gostei imensamente da pontualidade e segurança na entrega. Recomendarei com certeza aos amigos.
21,5,Adriana Vianna,"Entrega rápida, whisky maravilhoso!!!!"
21,5,José Melo,"O produto chegou aos contentos . Quanto a entrega, um pequeno atrazo que quero acreditar ter sido problemas com os correios... no mas, nada a reclamar ."
21,5,Manoel Lima,Fiquei extremamente satisfeito com a rapidez da entrega. Voltarei a comprar quando oportuno e indicarei a amigos. Parabéns.
21,5,Renata Pizzardo,"Um dos melhores Whisky da categoria 21 anos! Não tem erro, pra quem aprecia!"
21,5,Aparecido Silva,Simplesmente perfeito!
21,5,Jeremias Veiga,Muito satisfeito
21,5,Erica Ferreira,"o produto não sei porque foi presente, portanto somente posso avaliar o site, e neste ponto foi show, da compra a entrega, tudo correu conforme prometido e numa época conturbada. Passou no meu crivo, virei cliente, até porque o preço também era mais baixo e compensava."
21,5,LAION BARBOSA,"Esse Whisky é FODA, FOrmidável, Perfeito ..."
21,5,LAION BARBOSA,"É JÁ TIVE A OPORTUNIDADE DE PROVAR, E REALMENTE É EXELENTE E ESPETACULAR ! ! !"
21,5,LAION BARBOSA BARBOSA,NÃO APENAS UM WHISKY E SIM UMA OBRA DE ARTE ...
1074,5,Eduardo Mello,"delicia de whisky, pena que é caro!"
1074,5,Fabio Chiadi,"Whisky que já tem fama e boa propaganda na mídia. No paladar não decepciona. Fácil de degustar, seja puro ou com gelo. Comprei justamente na semana em que a mídia alertou sobre as falsificações e a Casa da Bebida me enviou a nota fiscal e a declaração do fornecedor oficial/original. Ganhou a minha confiança."
1074,5,Marco Pinto,"Atendimento perfeito, rápido e eficiente. Whisky sensacional e muito confiavel comprando nesta loja."
1074,5,Marcelo Leite,"comprar na casa da bebida é ter a garantia de produto de qualidade. Atualmente com tantos problemas temos que procurar o certo, o confiável."
1074,5,Itamar Junior,Ótimo
1074,5,Claudemir Ferreira,COMPATIVEL COM O PREÇO
1074,5,Valdir Rossi,tudo certo
1074,5,Giulliano Morroni,Só pela coloração do whisky você já nota que o produto é diferenciado. Teor alcoólico alto e gosto sofisticado.
1074,5,Arthur Ferreira,ótimo
1074,5,Rejane Vidal,"The Macallan, o Rolls Royce dos whiskies. Não é preciso dizer mais nada. Slainté!"
1074,5,Julio Panelli,"O melhor single malt escocês que já provei! Fino, com personalidade e elegância!!! Já vou pedir mais pois já acabou o primeiro!"
1074,5,Rafael Salomão,Entrega antecipada e em perfeitas condições. Garrafa lacrada com selo de importação. Produto fantástico!
1074,5,Cleydiane Almeida,"A entrega foi muito rápida, antes do prazo. Veio muito bem embalado, e bem lacrado. Super recomendo. Será presente , e espero que a pessoa aprecie."
1074,5,Vera Ferreira,Dispensa comentários ! Produto top!
1074,5,Renato Costa,"Entrega rápida e produto de ótima qualidade, sabor diferente de qualquer outro whisky já que tomei."
1074,5,Cristiano Astrath,"Macallan é inconfundível, a presença marcante do destilado e a doçura da maturação em diferentes barris é excelente nesse whisky."
1074,5,Diego Piazza,Bem embalado e dentro do prazo.
1074,5,Felipe Passos,"Produto excelente , entrega rápida e preço compatível"
1074,5,Francisco Rabello,que podemos encontrar no Brasil oficialmente
1074,5,Clóvis Batista,"Gostei ñ só do whisky como também da Casa da Bebida, q cumpre o que promete. Fiquei satisfeito e virei freguês. Já tenho um outro pedido aí, só q agora é de um de 15 anos."
1074,5,Paulo Miranda,Ótimo
1074,5,José Pavezzi,produto chegou antes do prazo e muito bem embalado. recomendo
17,1,Luis Espindola,Bom dia prezados Tenho um coleção de whisky É uma das empresas que eu tenho parceria é a casa da bebida. Aconteceu um problema na entrega do produto( lacre de papel cortado) Devolvi a mercadoria…confiei que voltaria integra…e voltou da mesma forma. Fiquei quase 30 dias esperando…confiando e voltou da mesma forma. Com o lacre de papel partido. Fico triste pois a casa da bebida sempre foi a minha referência. Sei que as vezes as coisas não acontecem como gostaríamos. Fica aqui a minha manisfestacao. Luís Carlos Fernandes Espíndola.
17,5,Spencer Cheng,"Produto muito bem embalado, chegou impecável!"
17,5,Divinil Batista,"Macio, suave, redondo e equilibrado! Qualidade impressionante, vale o preço!"
17,5,Murielly Felipe,"Nota 10 em todos os aspectos, em compra, valor e entrega. Amo esse site!!!"
17,5,Gabriel Guedes,Produto chegou rapido e bem embalado !!! recomendo a todos......sem falar que essa bebida é qualidade pura
17,5,Mikaele Oliveira,Bom
17,5,Ronyer Magalhaes,"produto chegou antes do prazo, perfeitamente embalado. Parabéns"
17,5,Marcelo Dzwolak,O que esperava
17,5,Tais Mossoi,Produto chegou rápido. Muito bem embalado. Tudo perfeito.
17,5,Pedro Maranha,Produto conforme o esperado. Bem embalado e com prazo de entrega antes do previsto. Parabéns.
17,5,Eduardo Silveira Maurício,Parabéns pela eficiência no processo todo.... Desde a compra até a entrega. Parabéns a todos
17,4,Adilson David,Muito bom foi enviado bem embalado. Porem fui comparar o preço depois e encontrei o mesmo produto com 100 reais a menos do que no site.
17,5,Henrique Morokawa,"Loja nota 10, a entrega foi rápida e produto veio bem embalado. Sobre o Blue Label, cada um tem seu gosto mas na minha opinião é perfeito para ocasiões especiais, além de um gosto bem suave."
17,5,Mateus Bodanese,Uns dos melhores Whisky que ja comprei.
17,5,Gildo Martins,Gostei da compra. Produto entregue no prazo e muito bem embalado.
17,5,Manoel Parolari,Este whisky está entre os melhores. Estou muito satisfeito e tenho o orgulho de ter em casa.
17,5,Jeremias Almeida,Produto de excelente qualidade em perfeito estado de conservacao com um excelente atendimento...muito obg...
17,5,Marcia Costa Garcez,PERFEITO.AMEI
17,5,Michael Raubach,"Produto como todos os outros que comprei com vcs,de excelente qualidade em perfeito estado de conservacao com um excelente atendimento mais uma vez...muito obg..."
17,5,Benedito Neto,"A CAIXA É PERFEITA PARA PRESENTEAR UMA PESSOA. NA VERDADE QUEM FEZ A COMPRA FOI MINHA ESPOSA E ME DEU DE PRESENTE NO NOSSO ANIVERSÁRIO DE CASAMENTO, GOSTEI MUITO, PORQUE SOU APRECIADOR DE UM BOM WHISKY."
17,5,LAION BARBOSA,"Blue Label é um ícone e o reflexo indubitável, de extremo prestígio da marca Johnnie Walker, no seguimento de luxo. Muito saboroso e refinado ao paladar!"
814,5,Janaina Araújo,Esse na verdade foi presente para uma grande assessora minha. Mas indiscutivelmente ele é de uma qualidade impecável e cheio de história!
814,5,Claus Peters,tudo perfeito
209,1,Silvana Ciulla,"Fiz a primeira compra on line e tive um excelente atendimento, porém estou tentando uma segunda compra e preciso tirar algumas dúvidas, mas é praticamente impossível qualquer contato, seja por telefonem por whats, instagram ou email"
209,4,José Silva,"Produto bem embalado, envio rápido e ótimo custo benefício."
209,5,Maria Silva,Recebi o produto antes da data prevista. Bem embalado. Produto original. Super indico
209,5,Rafael Arakaki,Recebemos exatamente o produto que queriamos. Boa qualidade
209,5,Izabel Crispim,Naaao tenho palavras pra descrever a perfeição. Comprei pras minhas padrinhos e vocês fazem parte da realização de um sonho! Obrigada
209,5,Marcos Pupo,ótimo
209,5,Julia Pereira,Chegou super rápido e muito bem embalado. recomendo muito!
209,5,Andressa Campos,"O produto chegou em perfeito estado, super embalado, antes do prazo determinado, e é a miniatura idêntica ao Chandon grande!! Recomendo e super indico!!"
207,5,Valdir Lima,Ótima qualidade.
207,4,Marcos Cota,Essa marca é uma das melhores.
207,5,Mauro Cristofano,Confiavel
207,5,Luciano Lima,"Ótima qualidade, preço e prazo. Recomendo"
207,5,Emilia Ribeiro,o produto é confiavel
207,5,Milena Krieger,"Veio muito antes do prazo, e muito bem embalado!"
207,5,Vania Sarmento,Entrega super rápida
207,5,Edson Silva,Cara super feliz entrega super rápida Pagamento dia 12 no dia 15 já estava com produto na mão super bem embalado e protegido.. site 100% recomendo compre sem medo
207,5,Filipe Ernani,"Entrega antes do previsto, mercadoria perfeita e preço melhor ainda. Muito satisfeito com a aquisição e com a qualidade da empresa"
207,5,Elton Abreu,Perfeito... Produto / Atendimento / Prazo de entrega / Confiança. Parabéns ... #INDICO
207,5,Marcos Lima,"Entrega rápida, produtos bem embalados, preço justo!"
207,5,Beatriz Damasceno,"Recomendo sempre site ótimo para compras, entrega rápida"
207,5,Marlana Buzzo,"Excelente, super recomendo .. fikei mega satisfeita, melhor site para se comprar."
207,5,Everton Francisco,"Melhor site brasileiro para se comprar bebidas, ótimo preço e entrega antes do prazo, recomendo."
207,2,Carlos Leal,O produto é bom mas pelo preço poderia vir com a caixa original.
207,5,Gisele Bernardi,Excelente produto e o prazo de entrega muito bom recebi bem antes do esperado.
207,5,Rodrigo Abreu,"Produto em ótimo estado, a rapidez da entrega tbm foi muito rapaido. Recomendo !!"
207,5,Gabriel Santos,"Tanto o produto como o atendimento do site são ótimos, estão de parabéns!"
145,4,Marco Coratti,Entrega rápida.. ótimo produto
145,5,Ivan Paghi,Muito bom
145,4,Juscelino Savaris,Excelente espumante do método tradicional. Otimo frescor e suavidade.
145,5,Guilherme Brasil,Excelente relação custo x benefício.
145,5,Emilia Ribeiro,o produto é correto. chegou sem problemas
145,5,José Silva,"Já conheço o espumante, excelente."
145,5,Miriam Romano De Barros Vidal Gomes,Gostei muito do prazo de entrega!! Gostaria de saber se vocês têm esse vinho:Primitivo di Manduria DOC Luigi Guarini
145,5,Eros Martins,"Muito bom, excelente. Obrigado."
145,5,Aelton Yano,"Vcs mandaram errado o número de garrafas, foi depois corrigido. Porém já tinha passado o evento."
145,5,Verônica Buzachi,Excelente
145,5,Paulo Yamakawa,"Não sou um expert, mas achei este vinho um espumante maravilhoso."
145,4,Philippe Morisot,"ótimo atendimento e velocidade de entrega. Fiquei cliente,abcs.PhM"
121,5,Mauricio Lemos,"Presente de aniversário para esposa, ela adorou. Obrigado Casa da Bebida."
121,4,Edson Lopes,"Eu comprei a Ciroc e queria a tradicional veio a Red, mas minha mulher gostou e ficou com ela. O sabor ok mas ainda prefiro a tradicional."
121,5,Sueli Tozi,É A MELHOR.
121,5,Gislaine Souza,"Muito boa essa vodka. Recomendo, sem medo de errar."
121,5,Andre Carvalho,"Chegou muito rápido, 3 dias antes do previsto. Voltarei a comprar em breve. Tudo bem embalado."
121,5,Luiz Cesar Vicente,"Conheço o produto e recomendo, sem medo de errar."
121,5,Matheus Ribeiro,Chegou rápido produto muito bom de confiança!
121,5,Solemara Brito,"Produto chegou antes do esperado, veio muito bem embalado e preço satisfatório!"
121,5,Ismael Silva,Produto chegou antes do esperado.... Papel de Presente Lindo.... Tudo Perfeito Tá de Parabénsssss.......
121,5,Carlos Fernandes,otimo atendimento entrega super rapida!
121,5,Karla Delfine,"Produto chegou logo, preço satisfatório. Recomendo e voltarei a comprar."
121,5,Edson Martins,Ótima qualidade!
121,5,Ronei Rauber,"Atendimento e entrega são ótimos, a vodka nem se fala.."
121,5,Ademar Martins,Muito bom
121,5,Roseli Azevedo,"Excelente, atendimento bom e entrega rapida. Recomendo. Presente para o namorado então não experimentei ainda."
121,5,Carla Barboza,Excelente produto. Chegou bem antes do prazo. Excelente atendimento.
121,5,José Carvalho,"excelente bebida, otima degustação."
121,5,Cleudinei Tomio,mito bom
121,5,Géssica Aguiar,"Meus produtos chegaram antes da data prevista, exatamente como eu queria. Super de qualidade e a forma de pagamento muito facilitada.. Super recomendo!"
121,5,Eymard Silva,"Primeiramente, queria avaliar a loja. Extremamente competente, atenciosa e diferenciada. Comprei por escutar bem da mesma e não me arrependo mesmo com os empecilhos que ocorreram. O produto de qualidade! Obrigado Casa da Bebida!"
121,5,Edmar Silva,"òtima vodka, recomendo."
1,2,Luiz Martins,O rótulo da garrafa está borrado. Será que o produto está adulterado ???
1,5,Andrius Boldrin,Produto chegou muito bem embalado
1,5,álvaro Júnior,Absolut é incontestável!
1,5,Marconni Franca,Entrega no prazo
1,5,Janaina Coelho,"recomendo, chegou rápido e tudo certo conforme anuncio"
1,5,Edilson Junior,Produto chegou rápido e muito bem embalado!
1,5,Letícia Campos,"Vodka Absolut simplesmente perfeita, para mim no momento está sendo a melhor para realização de drinks , sobre a entrega , chegou antes da data prevista, bem embalado, só elogios para casa da bebida , parabéns!!"
1,5,Paulo Junior,Rapidez e qualidade.
1,5,Gabriel Santos,Produto chegou dentro do prazo estipulado e muito bem embalado
1,5,Juliana Aquis,Chegou rápido e muito bem embalado
1,5,Diana Camargo,Muito bem embalado.
1,5,Gustavo Araújo,Produto de qualidade e também foi entregue dias antes do prazo
1,5,Maria Lima,"Tudo certo. Bem embalado, entregue no prazo"
1,5,Elisabeth Ledra,Entrega antes do prazo previsto e produtos em perfeito estado. Recomendo!
1,5,Wagner Prezotto,"Muito bom atendimento,entrega rápida,virei cliente"
1,5,Olimpio Nobrega,Entregue rapidamente e um produto de qualidade.
1,5,Lucia Gasperi Soares Da Silva,Gosto esperado.
1,5,Lucas Basilio,"Ótimo produto, e entrega super rápida."
1,5,Lilian Dias,"Muito boa, entrega rapida"
1,5,Arnaldo Filho,Está entre as melhores vodkas considerando seu custo/benefício.
1,5,Simone Santos,Muito otimo produto original e outra coisa
1,5,Luiz Dale,"Ótima a Casa da Bebida, serviço perfeito e rápida entrega. Fiquei freguês!"
1,5,Rita Lopes,excelwente
1,5,José Junior,"Muito bom , chegou antes do previsto. Recomendo."
1,5,Liliane Fogaça,Entrega foi muito rápida!
1,5,Breno Rodrigues,Recebi em tempo ágil. Produtos de excelente qualidade.
1,5,Edilson Oliveira,Produto de excelente qualidade.
1,5,Luzimar Silva,"Primeira compra com o site e gostei muito dos preços, entrega super rápida e atendimento é o melhor. Super satisfeita com minha compra, recomendo o site!"
1,5,Ariele França,"Entrega no prazo, produtos de ótima qualidade!"
1,5,Massimiliano Zuntini,Excelente Produto
1,5,Pablo Vieira,Entrega toda correta. Ótima vodka.
1,5,Helio Junior,Recomendo a casa.
1,5,João Jatoba,"Produto entre conforme combinado, houve uma unidade quebrada porem a empresa resolveu rapidamente."
1,5,Luisa Oliveira,Amei!!
1,5,Rafael Pereira,ótimo atendimento e ótimo produto!!!
1,5,Petrus Coelho Galan,"Quanto ao site, indico. Entrega efetuada dentro do prazo e sem maiores problemas."
1,5,Francisco Salvalajo,Melhor Preço e entrega no prazo.
1,5,Rodrigo Pereira,"Foi simplesmente excelente, tudo conforme o combinado, de acordo com os deveres a ser cumprido pelo Código de Defesa do consumidor. Foi minha primeira compra no site, e realmente indico para quem tem interesse. Fiquei muito satisfeito com o atendimento. Isso sim, é a demonstração e o respeito para com seus consumidores. Parabéns pelo atendimento."
1,5,Luis Parreira,OTIMO
1,5,Celestino Araujo,otimo produto
1,5,Ancelmo Martins,perfeito tudo como combinado produto exelente. recomendo
1,5,Chrystopher Oliveira,"entrega super rápida, e produtos bem embalados"
1,5,Andrea Santos,Excelente com otimo preço.
1,5,Edmar Silva,Boa e com um ótimo preço
1,5,Flávio Bruschi,"Em relação custo benefício, essa é sem dúvida a melhor opção de Vodka."
1,5,LAION BARBOSA,Essa vodka é perfeita para Drinks ...
1,5,LAION BARBOSA,"Adoro Absolut de sabor, seus cheiros são d+++, Como Gosto muito de manga ela é minha preferida."
1339,5,Oscar Schreiner,O Autentico RUM BACARDI feito em PUERTO RICO é de uma Qualidade Espetacular. Recomendo !!
1339,5,Marcelo Almeida,Vale a pena
1106,5,Paulo Martins,"Sem comentários,só quem conhece sabe do que estou falando"
1106,4,Marcelo Brandão,"Um pouco artificial, mas gostoso"
1106,5,Adriana Fonte,"Produto de qualidade. Muito gostoso puro, com gelo ou com suco de abacaxi..."
1106,4,Wellington Boone,bom
667,5,Sávio Minto,"Otimo prroduto, entrega antes do prazo e embalagem perfeita."
667,5,Ana Lemos,"É o melhor Rum que conheço. Estou pensando em me presentear com o Zacapa Gran Reserva, para comparar. Ainda economizando para tal."
667,5,Armindo Silva,Recomento não só a bebida mas também a Casa da Bebida. Muito profissionais!
667,5,Fabio Comochena,Rum perfeito.
667,4,Levi Ribeiro,Muito caro
667,5,Nelson Rocha,"Macio, gostoso, perfumado"
